T,p,phi,tau_e,tign
1160,18,0.875,1.83E-05,1.46E-04
1160,18,0.95,1.76E-05,1.40E-04
1160,18,1.025,1.69E-05,1.35E-04
1160,18,1.1,1.63E-05,1.30E-04
1160,18,1.175,1.58E-05,1.26E-04
1160,18,1.25,1.54E-05,1.23E-04
1160,18,1.325,1.50E-05,1.20E-04
1160,18,1.4,1.46E-05,1.17E-04
1160,18,1.475,1.43E-05,1.14E-04
1160,18,1.55,1.40E-05,1.12E-04
1160,18,1.625,1.37E-05,1.10E-04
1160,18,1.7,1.35E-05,1.08E-04
1160,18,1.775,1.33E-05,1.06E-04
1160,18,1.85,1.30E-05,1.05E-04
1160,18,1.925,1.28E-05,1.03E-04
1160,18,2,1.27E-05,1.02E-04
1160,18.5,0.575,2.31E-05,1.85E-04
1160,18.5,0.65,2.15E-05,1.73E-04
1160,18.5,0.725,2.02E-05,1.63E-04
1160,18.5,0.8,1.92E-05,1.54E-04
1160,18.5,0.875,1.83E-05,1.47E-04
1160,18.5,0.95,1.76E-05,1.41E-04
1160,18.5,1.025,1.69E-05,1.36E-04
1160,18.5,1.1,1.63E-05,1.32E-04
1160,18.5,1.175,1.58E-05,1.27E-04
1160,18.5,1.25,1.54E-05,1.24E-04
1160,18.5,1.325,1.50E-05,1.21E-04
1160,18.5,1.4,1.46E-05,1.18E-04
1160,18.5,1.475,1.43E-05,1.15E-04
1160,18.5,1.55,1.40E-05,1.13E-04
1160,18.5,1.625,1.37E-05,1.11E-04
1160,18.5,1.7,1.35E-05,1.09E-04
1160,18.5,1.775,1.32E-05,1.07E-04
1160,18.5,1.85,1.30E-05,1.05E-04
1160,18.5,1.925,1.28E-05,1.04E-04
1160,18.5,2,1.26E-05,1.02E-04
1160,19,0.575,2.31E-05,1.86E-04
1160,19,0.65,2.15E-05,1.74E-04
1160,19,0.725,2.02E-05,1.64E-04
1160,19,0.8,1.92E-05,1.55E-04
1160,19,0.875,1.83E-05,1.48E-04
1160,19,0.95,1.75E-05,1.42E-04
1160,19,1.025,1.69E-05,1.37E-04
1160,19,1.1,1.63E-05,1.32E-04
1160,19,1.175,1.58E-05,1.28E-04
1160,19,1.25,1.53E-05,1.25E-04
1160,19,1.325,1.49E-05,1.22E-04
1160,19,1.4,1.46E-05,1.19E-04
1160,19,1.475,1.43E-05,1.16E-04
1160,19,1.55,1.40E-05,1.14E-04
1160,19,1.625,1.37E-05,1.11E-04
1160,19,1.7,1.34E-05,1.10E-04
1160,19,1.775,1.32E-05,1.08E-04
1160,19,1.85,1.30E-05,1.06E-04
1160,19,1.925,1.28E-05,1.04E-04
1160,19,2,1.26E-05,1.03E-04
1160,19.5,0.575,2.30E-05,1.87E-04
1160,19.5,0.65,2.15E-05,1.75E-04
1160,19.5,0.725,2.02E-05,1.65E-04
1160,19.5,0.8,1.91E-05,1.56E-04
1160,19.5,0.875,1.83E-05,1.49E-04
1160,19.5,0.95,1.75E-05,1.43E-04
1160,19.5,1.025,1.68E-05,1.38E-04
1160,19.5,1.1,1.63E-05,1.33E-04
1160,19.5,1.175,1.58E-05,1.29E-04
1160,19.5,1.25,1.53E-05,1.25E-04
1160,19.5,1.325,1.49E-05,1.22E-04
1160,19.5,1.4,1.45E-05,1.19E-04
1160,19.5,1.475,1.42E-05,1.17E-04
1160,19.5,1.55,1.39E-05,1.14E-04
1160,19.5,1.625,1.36E-05,1.12E-04
1160,19.5,1.7,1.34E-05,1.10E-04
1160,19.5,1.775,1.32E-05,1.08E-04
1160,19.5,1.85,1.29E-05,1.07E-04
1160,19.5,1.925,1.27E-05,1.05E-04
1160,19.5,2,1.26E-05,1.03E-04
1160,20,0.575,2.30E-05,1.88E-04
1160,20,0.65,2.14E-05,1.76E-04
1160,20,0.725,2.01E-05,1.65E-04
1160,20,0.8,1.91E-05,1.57E-04
1160,20,0.875,1.82E-05,1.50E-04
1160,20,0.95,1.74E-05,1.44E-04
1160,20,1.025,1.68E-05,1.38E-04
1160,20,1.1,1.62E-05,1.34E-04
1160,20,1.175,1.57E-05,1.30E-04
1160,20,1.25,1.53E-05,1.26E-04
1160,20,1.325,1.49E-05,1.23E-04
1160,20,1.4,1.45E-05,1.20E-04
1160,20,1.475,1.42E-05,1.17E-04
1160,20,1.55,1.39E-05,1.15E-04
1160,20,1.625,1.36E-05,1.12E-04
1160,20,1.7,1.33E-05,1.10E-04
1160,20,1.775,1.31E-05,1.09E-04
1160,20,1.85,1.29E-05,1.07E-04
1160,20,1.925,1.27E-05,1.05E-04
1160,20,2,1.25E-05,1.04E-04
1170,1,0.575,3.20E-06,5.48E-05
1170,1,0.65,3.18E-06,5.42E-05
1170,1,0.725,3.18E-06,5.38E-05
1170,1,0.8,3.18E-06,5.36E-05
1170,1,0.875,3.20E-06,5.36E-05
1170,1,0.95,3.22E-06,5.37E-05
1170,1,1.025,3.24E-06,5.40E-05
1170,1,1.1,3.27E-06,5.42E-05
1170,1,1.175,3.30E-06,5.46E-05
1170,1,1.25,3.34E-06,5.50E-05
1170,1,1.325,3.37E-06,5.55E-05
1170,1,1.4,3.41E-06,5.60E-05
1170,1,1.475,3.45E-06,5.65E-05
1170,1,1.55,3.50E-06,5.70E-05
1170,1,1.625,3.54E-06,5.76E-05
1170,1,1.7,3.58E-06,5.82E-05
1170,1,1.775,3.63E-06,5.88E-05
1170,1,1.85,3.67E-06,5.95E-05
1170,1,1.925,3.72E-06,6.01E-05
1170,1,2,3.77E-06,6.08E-05
1170,1.5,0.575,2.28E-06,3.77E-05
1170,1.5,0.65,2.26E-06,3.73E-05
1170,1.5,0.725,2.26E-06,3.70E-05
1170,1.5,0.8,2.26E-06,3.69E-05
1170,1.5,0.875,2.27E-06,3.69E-05
1170,1.5,0.95,2.28E-06,3.70E-05
1170,1.5,1.025,2.30E-06,3.71E-05
1170,1.5,1.1,2.32E-06,3.73E-05
1170,1.5,1.175,2.35E-06,3.76E-05
1170,1.5,1.25,2.37E-06,3.78E-05
1170,1.5,1.325,2.40E-06,3.81E-05
1170,1.5,1.4,2.43E-06,3.85E-05
1170,1.5,1.475,2.45E-06,3.89E-05
1170,1.5,1.55,2.48E-06,3.92E-05
1170,1.5,1.625,2.52E-06,3.96E-05
1170,1.5,1.7,2.55E-06,4.00E-05
1170,1.5,1.775,2.58E-06,4.05E-05
1170,1.5,1.85,2.61E-06,4.09E-05
1170,1.5,1.925,2.65E-06,4.13E-05
1170,1.5,2,2.68E-06,4.18E-05
1170,2,0.575,1.83E-06,2.94E-05
1170,2,0.65,1.81E-06,2.91E-05
1170,2,0.725,1.81E-06,2.88E-05
1170,2,0.8,1.81E-06,2.87E-05
1170,2,0.875,1.82E-06,2.87E-05
1170,2,0.95,1.83E-06,2.88E-05
1170,2,1.025,1.85E-06,2.89E-05
1170,2,1.1,1.86E-06,2.91E-05
1170,2,1.175,1.88E-06,2.92E-05
1170,2,1.25,1.90E-06,2.95E-05
1170,2,1.325,1.92E-06,2.97E-05
1170,2,1.4,1.95E-06,3.00E-05
1170,2,1.475,1.97E-06,3.03E-05
1170,2,1.55,2.00E-06,3.05E-05
1170,2,1.625,2.02E-06,3.09E-05
1170,2,1.7,2.05E-06,3.12E-05
1170,2,1.775,2.07E-06,3.15E-05
1170,2,1.85,2.10E-06,3.19E-05
1170,2,1.925,2.13E-06,3.22E-05
1170,2,2,2.16E-06,3.26E-05
1170,2.5,0.575,1.57E-06,2.46E-05
1170,2.5,0.65,1.56E-06,2.43E-05
1170,2.5,0.725,1.56E-06,2.41E-05
1170,2.5,0.8,1.56E-06,2.40E-05
1170,2.5,0.875,1.57E-06,2.40E-05
1170,2.5,0.95,1.58E-06,2.40E-05
1170,2.5,1.025,1.59E-06,2.41E-05
1170,2.5,1.1,1.60E-06,2.43E-05
1170,2.5,1.175,1.62E-06,2.44E-05
1170,2.5,1.25,1.64E-06,2.46E-05
1170,2.5,1.325,1.66E-06,2.48E-05
1170,2.5,1.4,1.67E-06,2.50E-05
1170,2.5,1.475,1.70E-06,2.53E-05
1170,2.5,1.55,1.72E-06,2.55E-05
1170,2.5,1.625,1.74E-06,2.58E-05
1170,2.5,1.7,1.76E-06,2.60E-05
1170,2.5,1.775,1.78E-06,2.63E-05
1170,2.5,1.85,1.81E-06,2.66E-05
1170,2.5,1.925,1.83E-06,2.69E-05
1170,2.5,2,1.86E-06,2.72E-05
1170,3,0.575,1.41E-06,2.16E-05
1170,3,0.65,1.40E-06,2.13E-05
1170,3,0.725,1.40E-06,2.11E-05
1170,3,0.8,1.40E-06,2.10E-05
1170,3,0.875,1.41E-06,2.10E-05
1170,3,0.95,1.42E-06,2.10E-05
1170,3,1.025,1.43E-06,2.11E-05
1170,3,1.1,1.44E-06,2.12E-05
1170,3,1.175,1.46E-06,2.13E-05
1170,3,1.25,1.47E-06,2.15E-05
1170,3,1.325,1.49E-06,2.17E-05
1170,3,1.4,1.51E-06,2.19E-05
1170,3,1.475,1.53E-06,2.21E-05
1170,3,1.55,1.55E-06,2.23E-05
1170,3,1.625,1.57E-06,2.25E-05
1170,3,1.7,1.59E-06,2.28E-05
1170,3,1.775,1.61E-06,2.30E-05
1170,3,1.85,1.63E-06,2.33E-05
1170,3,1.925,1.65E-06,2.35E-05
1170,3,2,1.67E-06,2.38E-05
1170,3.5,0.575,1.31E-06,1.95E-05
1170,3.5,0.65,1.30E-06,1.92E-05
1170,3.5,0.725,1.30E-06,1.91E-05
1170,3.5,0.8,1.30E-06,1.90E-05
1170,3.5,0.875,1.31E-06,1.90E-05
1170,3.5,0.95,1.32E-06,1.90E-05
1170,3.5,1.025,1.33E-06,1.91E-05
1170,3.5,1.1,1.34E-06,1.92E-05
1170,3.5,1.175,1.36E-06,1.93E-05
1170,3.5,1.25,1.37E-06,1.94E-05
1170,3.5,1.325,1.39E-06,1.96E-05
1170,3.5,1.4,1.41E-06,1.98E-05
1170,3.5,1.475,1.42E-06,1.99E-05
1170,3.5,1.55,1.44E-06,2.01E-05
1170,3.5,1.625,1.46E-06,2.03E-05
1170,3.5,1.7,1.48E-06,2.06E-05
1170,3.5,1.775,1.50E-06,2.08E-05
1170,3.5,1.85,1.52E-06,2.10E-05
1170,3.5,1.925,1.54E-06,2.12E-05
1170,3.5,2,1.56E-06,2.15E-05
1170,4,0.575,1.25E-06,1.81E-05
1170,4,0.65,1.25E-06,1.78E-05
1170,4,0.725,1.24E-06,1.77E-05
1170,4,0.8,1.25E-06,1.76E-05
1170,4,0.875,1.25E-06,1.76E-05
1170,4,0.95,1.26E-06,1.76E-05
1170,4,1.025,1.27E-06,1.77E-05
1170,4,1.1,1.28E-06,1.78E-05
1170,4,1.175,1.30E-06,1.79E-05
1170,4,1.25,1.31E-06,1.80E-05
1170,4,1.325,1.33E-06,1.82E-05
1170,4,1.4,1.35E-06,1.83E-05
1170,4,1.475,1.36E-06,1.85E-05
1170,4,1.55,1.38E-06,1.87E-05
1170,4,1.625,1.40E-06,1.89E-05
1170,4,1.7,1.42E-06,1.91E-05
1170,4,1.775,1.44E-06,1.93E-05
1170,4,1.85,1.46E-06,1.95E-05
1170,4,1.925,1.48E-06,1.97E-05
1170,4,2,1.50E-06,1.99E-05
1170,4.5,0.575,1.23E-06,1.72E-05
1170,4.5,0.65,1.22E-06,1.69E-05
1170,4.5,0.725,1.22E-06,1.68E-05
1170,4.5,0.8,1.22E-06,1.67E-05
1170,4.5,0.875,1.22E-06,1.67E-05
1170,4.5,0.95,1.23E-06,1.67E-05
1170,4.5,1.025,1.25E-06,1.67E-05
1170,4.5,1.1,1.26E-06,1.68E-05
1170,4.5,1.175,1.27E-06,1.69E-05
1170,4.5,1.25,1.29E-06,1.71E-05
1170,4.5,1.325,1.30E-06,1.72E-05
1170,4.5,1.4,1.32E-06,1.74E-05
1170,4.5,1.475,1.34E-06,1.75E-05
1170,4.5,1.55,1.36E-06,1.77E-05
1170,4.5,1.625,1.38E-06,1.79E-05
1170,4.5,1.7,1.39E-06,1.81E-05
1170,4.5,1.775,1.41E-06,1.83E-05
1170,4.5,1.85,1.43E-06,1.85E-05
1170,4.5,1.925,1.45E-06,1.87E-05
1170,4.5,2,1.48E-06,1.89E-05
1170,5,0.575,1.22E-06,1.66E-05
1170,5,0.65,1.22E-06,1.63E-05
1170,5,0.725,1.21E-06,1.62E-05
1170,5,0.8,1.22E-06,1.61E-05
1170,5,0.875,1.22E-06,1.61E-05
1170,5,0.95,1.23E-06,1.61E-05
1170,5,1.025,1.25E-06,1.62E-05
1170,5,1.1,1.26E-06,1.63E-05
1170,5,1.175,1.27E-06,1.64E-05
1170,5,1.25,1.29E-06,1.65E-05
1170,5,1.325,1.31E-06,1.66E-05
1170,5,1.4,1.32E-06,1.68E-05
1170,5,1.475,1.34E-06,1.69E-05
1170,5,1.55,1.36E-06,1.71E-05
1170,5,1.625,1.38E-06,1.73E-05
1170,5,1.7,1.40E-06,1.75E-05
1170,5,1.775,1.42E-06,1.77E-05
1170,5,1.85,1.44E-06,1.79E-05
1170,5,1.925,1.46E-06,1.81E-05
1170,5,2,1.48E-06,1.83E-05
1170,5.5,0.575,1.25E-06,1.63E-05
1170,5.5,0.65,1.24E-06,1.61E-05
1170,5.5,0.725,1.24E-06,1.59E-05
1170,5.5,0.8,1.24E-06,1.58E-05
1170,5.5,0.875,1.25E-06,1.58E-05
1170,5.5,0.95,1.26E-06,1.58E-05
1170,5.5,1.025,1.27E-06,1.59E-05
1170,5.5,1.1,1.29E-06,1.60E-05
1170,5.5,1.175,1.30E-06,1.61E-05
1170,5.5,1.25,1.32E-06,1.62E-05
1170,5.5,1.325,1.34E-06,1.64E-05
1170,5.5,1.4,1.36E-06,1.65E-05
1170,5.5,1.475,1.38E-06,1.67E-05
1170,5.5,1.55,1.40E-06,1.68E-05
1170,5.5,1.625,1.42E-06,1.70E-05
1170,5.5,1.7,1.44E-06,1.72E-05
1170,5.5,1.775,1.46E-06,1.74E-05
1170,5.5,1.85,1.48E-06,1.76E-05
1170,5.5,1.925,1.50E-06,1.78E-05
1170,5.5,2,1.53E-06,1.80E-05
1170,6,0.575,1.30E-06,1.63E-05
1170,6,0.65,1.29E-06,1.61E-05
1170,6,0.725,1.29E-06,1.59E-05
1170,6,0.8,1.30E-06,1.58E-05
1170,6,0.875,1.31E-06,1.58E-05
1170,6,0.95,1.32E-06,1.58E-05
1170,6,1.025,1.33E-06,1.59E-05
1170,6,1.1,1.35E-06,1.60E-05
1170,6,1.175,1.36E-06,1.61E-05
1170,6,1.25,1.38E-06,1.62E-05
1170,6,1.325,1.40E-06,1.64E-05
1170,6,1.4,1.42E-06,1.65E-05
1170,6,1.475,1.45E-06,1.67E-05
1170,6,1.55,1.47E-06,1.69E-05
1170,6,1.625,1.49E-06,1.70E-05
1170,6,1.7,1.51E-06,1.72E-05
1170,6,1.775,1.54E-06,1.74E-05
1170,6,1.85,1.56E-06,1.76E-05
1170,6,1.925,1.58E-06,1.78E-05
1170,6,2,1.61E-06,1.80E-05
1170,6.5,0.575,1.38E-06,1.66E-05
1170,6.5,0.65,1.38E-06,1.64E-05
1170,6.5,0.725,1.38E-06,1.62E-05
1170,6.5,0.8,1.38E-06,1.61E-05
1170,6.5,0.875,1.40E-06,1.61E-05
1170,6.5,0.95,1.41E-06,1.61E-05
1170,6.5,1.025,1.43E-06,1.62E-05
1170,6.5,1.1,1.44E-06,1.63E-05
1170,6.5,1.175,1.46E-06,1.64E-05
1170,6.5,1.25,1.49E-06,1.65E-05
1170,6.5,1.325,1.51E-06,1.67E-05
1170,6.5,1.4,1.53E-06,1.68E-05
1170,6.5,1.475,1.56E-06,1.70E-05
1170,6.5,1.55,1.58E-06,1.72E-05
1170,6.5,1.625,1.60E-06,1.74E-05
1170,6.5,1.7,1.63E-06,1.76E-05
1170,6.5,1.775,1.66E-06,1.78E-05
1170,6.5,1.85,1.68E-06,1.80E-05
1170,6.5,1.925,1.71E-06,1.82E-05
1170,6.5,2,1.73E-06,1.84E-05
1170,7,0.575,1.51E-06,1.73E-05
1170,7,0.65,1.51E-06,1.70E-05
1170,7,0.725,1.51E-06,1.68E-05
1170,7,0.8,1.52E-06,1.67E-05
1170,7,0.875,1.53E-06,1.67E-05
1170,7,0.95,1.55E-06,1.68E-05
1170,7,1.025,1.57E-06,1.68E-05
1170,7,1.1,1.59E-06,1.69E-05
1170,7,1.175,1.62E-06,1.71E-05
1170,7,1.25,1.64E-06,1.72E-05
1170,7,1.325,1.67E-06,1.74E-05
1170,7,1.4,1.69E-06,1.75E-05
1170,7,1.475,1.72E-06,1.77E-05
1170,7,1.55,1.75E-06,1.79E-05
1170,7,1.625,1.78E-06,1.81E-05
1170,7,1.7,1.81E-06,1.83E-05
1170,7,1.775,1.84E-06,1.85E-05
1170,7,1.85,1.87E-06,1.87E-05
1170,7,1.925,1.90E-06,1.89E-05
1170,7,2,1.93E-06,1.91E-05
1170,7.5,0.575,1.70E-06,1.83E-05
1170,7.5,0.65,1.70E-06,1.80E-05
1170,7.5,0.725,1.71E-06,1.79E-05
1170,7.5,0.8,1.72E-06,1.78E-05
1170,7.5,0.875,1.74E-06,1.78E-05
1170,7.5,0.95,1.76E-06,1.78E-05
1170,7.5,1.025,1.79E-06,1.79E-05
1170,7.5,1.1,1.82E-06,1.80E-05
1170,7.5,1.175,1.84E-06,1.81E-05
1170,7.5,1.25,1.87E-06,1.83E-05
1170,7.5,1.325,1.91E-06,1.85E-05
1170,7.5,1.4,1.94E-06,1.86E-05
1170,7.5,1.475,1.97E-06,1.88E-05
1170,7.5,1.55,2.00E-06,1.90E-05
1170,7.5,1.625,2.04E-06,1.93E-05
1170,7.5,1.7,2.07E-06,1.95E-05
1170,7.5,1.775,2.10E-06,1.97E-05
1170,7.5,1.85,2.14E-06,1.99E-05
1170,7.5,1.925,2.17E-06,2.01E-05
1170,7.5,2,2.21E-06,2.04E-05
1170,8,0.575,2.00E-06,2.00E-05
1170,8,0.65,2.00E-06,1.96E-05
1170,8,0.725,2.02E-06,1.95E-05
1170,8,0.8,2.03E-06,1.94E-05
1170,8,0.875,2.06E-06,1.94E-05
1170,8,0.95,2.09E-06,1.94E-05
1170,8,1.025,2.12E-06,1.95E-05
1170,8,1.1,2.15E-06,1.97E-05
1170,8,1.175,2.19E-06,1.98E-05
1170,8,1.25,2.23E-06,2.00E-05
1170,8,1.325,2.26E-06,2.02E-05
1170,8,1.4,2.30E-06,2.04E-05
1170,8,1.475,2.34E-06,2.06E-05
1170,8,1.55,2.38E-06,2.08E-05
1170,8,1.625,2.42E-06,2.10E-05
1170,8,1.7,2.46E-06,2.13E-05
1170,8,1.775,2.50E-06,2.15E-05
1170,8,1.85,2.54E-06,2.17E-05
1170,8,1.925,2.58E-06,2.20E-05
1170,8,2,2.61E-06,2.22E-05
1170,8.5,0.575,2.48E-06,2.25E-05
1170,8.5,0.65,2.48E-06,2.21E-05
1170,8.5,0.725,2.50E-06,2.20E-05
1170,8.5,0.8,2.53E-06,2.19E-05
1170,8.5,0.875,2.56E-06,2.19E-05
1170,8.5,0.95,2.60E-06,2.19E-05
1170,8.5,1.025,2.64E-06,2.20E-05
1170,8.5,1.1,2.68E-06,2.22E-05
1170,8.5,1.175,2.72E-06,2.23E-05
1170,8.5,1.25,2.76E-06,2.25E-05
1170,8.5,1.325,2.81E-06,2.27E-05
1170,8.5,1.4,2.85E-06,2.29E-05
1170,8.5,1.475,2.89E-06,2.32E-05
1170,8.5,1.55,2.94E-06,2.34E-05
1170,8.5,1.625,2.98E-06,2.36E-05
1170,8.5,1.7,3.02E-06,2.39E-05
1170,8.5,1.775,3.06E-06,2.41E-05
1170,8.5,1.85,3.10E-06,2.43E-05
1170,8.5,1.925,3.14E-06,2.46E-05
1170,8.5,2,3.18E-06,2.48E-05
1170,9,0.575,3.26E-06,2.64E-05
1170,9,0.65,3.26E-06,2.60E-05
1170,9,0.725,3.28E-06,2.58E-05
1170,9,0.8,3.31E-06,2.57E-05
1170,9,0.875,3.35E-06,2.56E-05
1170,9,0.95,3.39E-06,2.57E-05
1170,9,1.025,3.43E-06,2.58E-05
1170,9,1.1,3.47E-06,2.59E-05
1170,9,1.175,3.51E-06,2.60E-05
1170,9,1.25,3.55E-06,2.62E-05
1170,9,1.325,3.59E-06,2.64E-05
1170,9,1.4,3.63E-06,2.66E-05
1170,9,1.475,3.67E-06,2.68E-05
1170,9,1.55,3.71E-06,2.70E-05
1170,9,1.625,3.75E-06,2.72E-05
1170,9,1.7,3.78E-06,2.74E-05
1170,9,1.775,3.82E-06,2.77E-05
1170,9,1.85,3.85E-06,2.79E-05
1170,9,1.925,3.89E-06,2.81E-05
1170,9,2,3.92E-06,2.83E-05
1170,9.5,0.575,4.52E-06,3.26E-05
1170,9.5,0.65,4.50E-06,3.19E-05
1170,9.5,0.725,4.49E-06,3.15E-05
1170,9.5,0.8,4.49E-06,3.13E-05
1170,9.5,0.875,4.50E-06,3.11E-05
1170,9.5,0.95,4.51E-06,3.11E-05
1170,9.5,1.025,4.53E-06,3.10E-05
1170,9.5,1.1,4.54E-06,3.11E-05
1170,9.5,1.175,4.56E-06,3.11E-05
1170,9.5,1.25,4.58E-06,3.12E-05
1170,9.5,1.325,4.60E-06,3.13E-05
1170,9.5,1.4,4.62E-06,3.14E-05
1170,9.5,1.475,4.64E-06,3.15E-05
1170,9.5,1.55,4.66E-06,3.17E-05
1170,9.5,1.625,4.68E-06,3.18E-05
1170,9.5,1.7,4.70E-06,3.20E-05
1170,9.5,1.775,4.72E-06,3.21E-05
1170,9.5,1.85,4.74E-06,3.23E-05
1170,9.5,1.925,4.76E-06,3.24E-05
1170,9.5,2,4.77E-06,3.26E-05
1170,10,0.575,6.28E-06,4.14E-05
1170,10,0.65,6.15E-06,4.02E-05
1170,10,0.725,6.05E-06,3.94E-05
1170,10,0.8,5.98E-06,3.88E-05
1170,10,0.875,5.91E-06,3.83E-05
1170,10,0.95,5.86E-06,3.80E-05
1170,10,1.025,5.82E-06,3.77E-05
1170,10,1.1,5.79E-06,3.75E-05
1170,10,1.175,5.76E-06,3.73E-05
1170,10,1.25,5.74E-06,3.72E-05
1170,10,1.325,5.72E-06,3.72E-05
1170,10,1.4,5.70E-06,3.71E-05
1170,10,1.475,5.69E-06,3.71E-05
1170,10,1.55,5.68E-06,3.71E-05
1170,10,1.625,5.67E-06,3.71E-05
1170,10,1.7,5.66E-06,3.71E-05
1170,10,1.775,5.66E-06,3.72E-05
1170,10,1.85,5.65E-06,3.72E-05
1170,10,1.925,5.65E-06,3.73E-05
1170,10,2,5.64E-06,3.73E-05
1170,10.5,0.575,8.24E-06,5.21E-05
1170,10.5,0.65,7.95E-06,5.01E-05
1170,10.5,0.725,7.72E-06,4.86E-05
1170,10.5,0.8,7.53E-06,4.74E-05
1170,10.5,0.875,7.37E-06,4.65E-05
1170,10.5,0.95,7.24E-06,4.57E-05
1170,10.5,1.025,7.13E-06,4.51E-05
1170,10.5,1.1,7.03E-06,4.45E-05
1170,10.5,1.175,6.95E-06,4.41E-05
1170,10.5,1.25,6.87E-06,4.37E-05
1170,10.5,1.325,6.81E-06,4.34E-05
1170,10.5,1.4,6.75E-06,4.32E-05
1170,10.5,1.475,6.70E-06,4.30E-05
1170,10.5,1.55,6.65E-06,4.28E-05
1170,10.5,1.625,6.61E-06,4.26E-05
1170,10.5,1.7,6.58E-06,4.25E-05
1170,10.5,1.775,6.54E-06,4.24E-05
1170,10.5,1.85,6.51E-06,4.23E-05
1170,10.5,1.925,6.49E-06,4.23E-05
1170,10.5,2,6.46E-06,4.22E-05
1170,11,0.575,1.01E-05,6.34E-05
1170,11,0.65,9.63E-06,6.04E-05
1170,11,0.725,9.26E-06,5.81E-05
1170,11,0.8,8.96E-06,5.63E-05
1170,11,0.875,8.71E-06,5.48E-05
1170,11,0.95,8.50E-06,5.35E-05
1170,11,1.025,8.32E-06,5.25E-05
1170,11,1.1,8.16E-06,5.16E-05
1170,11,1.175,8.02E-06,5.09E-05
1170,11,1.25,7.90E-06,5.02E-05
1170,11,1.325,7.79E-06,4.96E-05
1170,11,1.4,7.69E-06,4.92E-05
1170,11,1.475,7.61E-06,4.87E-05
1170,11,1.55,7.53E-06,4.84E-05
1170,11,1.625,7.46E-06,4.80E-05
1170,11,1.7,7.39E-06,4.77E-05
1170,11,1.775,7.33E-06,4.75E-05
1170,11,1.85,7.28E-06,4.73E-05
1170,11,1.925,7.23E-06,4.71E-05
1170,11,2,7.19E-06,4.69E-05
1170,11.5,0.575,1.17E-05,7.43E-05
1170,11.5,0.65,1.11E-05,7.03E-05
1170,11.5,0.725,1.06E-05,6.73E-05
1170,11.5,0.8,1.02E-05,6.48E-05
1170,11.5,0.875,9.88E-06,6.27E-05
1170,11.5,0.95,9.60E-06,6.10E-05
1170,11.5,1.025,9.35E-06,5.96E-05
1170,11.5,1.1,9.14E-06,5.83E-05
1170,11.5,1.175,8.95E-06,5.73E-05
1170,11.5,1.25,8.79E-06,5.63E-05
1170,11.5,1.325,8.64E-06,5.55E-05
1170,11.5,1.4,8.51E-06,5.48E-05
1170,11.5,1.475,8.39E-06,5.42E-05
1170,11.5,1.55,8.29E-06,5.36E-05
1170,11.5,1.625,8.19E-06,5.31E-05
1170,11.5,1.7,8.10E-06,5.27E-05
1170,11.5,1.775,8.02E-06,5.23E-05
1170,11.5,1.85,7.95E-06,5.19E-05
1170,11.5,1.925,7.88E-06,5.16E-05
1170,11.5,2,7.81E-06,5.13E-05
1170,12,0.575,1.31E-05,8.44E-05
1170,12,0.65,1.23E-05,7.95E-05
1170,12,0.725,1.18E-05,7.57E-05
1170,12,0.8,1.13E-05,7.26E-05
1170,12,0.875,1.09E-05,7.01E-05
1170,12,0.95,1.05E-05,6.79E-05
1170,12,1.025,1.02E-05,6.61E-05
1170,12,1.1,9.97E-06,6.45E-05
1170,12,1.175,9.75E-06,6.32E-05
1170,12,1.25,9.55E-06,6.20E-05
1170,12,1.325,9.37E-06,6.10E-05
1170,12,1.4,9.21E-06,6.00E-05
1170,12,1.475,9.06E-06,5.92E-05
1170,12,1.55,8.93E-06,5.85E-05
1170,12,1.625,8.81E-06,5.78E-05
1170,12,1.7,8.70E-06,5.72E-05
1170,12,1.775,8.60E-06,5.67E-05
1170,12,1.85,8.51E-06,5.62E-05
1170,12,1.925,8.43E-06,5.58E-05
1170,12,2,8.35E-06,5.54E-05
1170,12.5,0.575,1.42E-05,9.35E-05
1170,12.5,0.65,1.34E-05,8.79E-05
1170,12.5,0.725,1.27E-05,8.35E-05
1170,12.5,0.8,1.22E-05,7.98E-05
1170,12.5,0.875,1.17E-05,7.68E-05
1170,12.5,0.95,1.13E-05,7.43E-05
1170,12.5,1.025,1.10E-05,7.21E-05
1170,12.5,1.1,1.07E-05,7.02E-05
1170,12.5,1.175,1.04E-05,6.86E-05
1170,12.5,1.25,1.02E-05,6.72E-05
1170,12.5,1.325,9.98E-06,6.59E-05
1170,12.5,1.4,9.79E-06,6.48E-05
1170,12.5,1.475,9.63E-06,6.38E-05
1170,12.5,1.55,9.47E-06,6.29E-05
1170,12.5,1.625,9.34E-06,6.21E-05
1170,12.5,1.7,9.21E-06,6.14E-05
1170,12.5,1.775,9.09E-06,6.08E-05
1170,12.5,1.85,8.99E-06,6.02E-05
1170,12.5,1.925,8.89E-06,5.96E-05
1170,12.5,2,8.80E-06,5.91E-05
1170,13,0.575,1.52E-05,1.02E-04
1170,13,0.65,1.43E-05,9.55E-05
1170,13,0.725,1.35E-05,9.05E-05
1170,13,0.8,1.29E-05,8.63E-05
1170,13,0.875,1.24E-05,8.29E-05
1170,13,0.95,1.20E-05,8.00E-05
1170,13,1.025,1.16E-05,7.75E-05
1170,13,1.1,1.13E-05,7.54E-05
1170,13,1.175,1.10E-05,7.35E-05
1170,13,1.25,1.07E-05,7.19E-05
